Uniprot_id,Fecha_publicacion,Fecha_modificacion,Revisado,Nombre_del_gen,Sinonimos,Organismo,PDB_ids
P04637,1987-08-13,2025-06-18,TrEMBL,TP53,P53,Homo sapiens,1A1U;1AIE;1C26;1DT7;1GZH;1H26;1HS5;1JSP;1KZY;1MA3;1OLG;1OLH;1PES;1PET;1SAE;1SAF;1SAK;1SAL;1TSR;1TUP;1UOL;1XQH;1YC5;1YCQ;1YCR;1YCS;2AC0;2ADY;2AHI;2ATA;2B3G;2BIM;2BIN;2BIO;2BIP;2BIQ;2F1X;2FEJ;2FOJ;2FOO;2GS0;2H1L;2H2D;2H2F;2H4F;2H4H;2H4J;2H59;2J0Z;2J10;2J11;2J1W;2J1X;2J1Y;2J1Z;2J20;2J21;2K8F;2L14;2LY4;2MEJ;2MWO;2MWP;2MWY;2MZD;2OCJ;2PCX;2RUK;2VUK;2WGX;2X0U;2X0V;2X0W;2XWR;2YBG;2YDR;2Z5S;2Z5T;3D05;3D06;3D07;3D08;3D09;3D0A;3DAB;3DAC;3IGK;3IGL;3KMD;3KZ8;3LW1;3OQ5;3PDH;3Q01;3Q05;3Q06;3SAK;3TG5;3TS8;3ZME;4AGL;4AGM;4AGN;4AGO;4AGP;4AGQ;4BUZ;4BV2;4HFZ;4HJE;4IBQ;4IBS;4IBT;4IBU;4IBV;4IBW;4IBY;4IBZ;4IJT;4KVP;4LO9;4LOE;4LOF;4MZI;4MZR;4QO1;4RP6;4RP7;4X34;4XR8;4ZZJ;5A7B;5AB9;5ABA;5AOI;5AOJ;5AOK;5AOL;5AOM;5BUA;5ECG;5G4M;5G4N;5G4O;5HOU;5HP0;5HPD;5LAP;5LGY;5MCT;5MCU;5MCV;5MCW;5MF7;5MG7;5MHC;5MOC;5O1A;5O1B;5O1C;5O1D;5O1E;5O1F;5O1G;5O1H;5O1I;5OL0;5UN8;5XZC;6FF9;6FJ5;6GGA;6GGB;6GGC;6GGD;6GGE;6GGF;6LHD;6R5L;6RJZ;6RK8;6RKI;6RKK;6RKM;6RL3;6RL4;6RL6;6RM5;6RM7;6RWH;6RWI;6RWS;6RWU;6RX2;6RZ3;6S39;6S3C;6S40;6S9Q;6SHZ;6SI0;6SI1;6SI2;6SI3;6SI4;6SIN;6SIO;6SIP;6SIQ;6SL6;6SLV;6T58;6V4F;6V4H;6VQO;6VR1;6VR5;6VRM;6VRN;6W51;6XRE;6ZNC;7B46;7B47;7B48;7B49;7B4A;7B4B;7B4C;7B4D;7B4E;7B4F;7B4G;7B4H;7B4N;7BWN;7DHY;7DHZ;7DVD;7EAX;7EDS;7EEU;7EL4;7NMI;7RM4;7V97;7XZX;7XZZ;7YGI;8A31;8A32;8A92;8CG7;8DC4;8DC6;8DC7;8DC8;8E7A;8E7B;8GCR;8HLL;8HLM;8HLN;8J8N;8OXM;8OXO;8QWK;8QWL;8QWM;8QWN;8QWO;8QWP;8R1F;8R1G;8RBA;8RBB;8RBC;8RCI;8UQR;8WD2;8XP5;9BR4;9C5S;9CHT
